timestamp,id,sensor_type,site_id,msg_type,value,seq,quality
2025-09-01T09:01:00Z,hum-A2,humidity,field-01,reading,63.474,62,ok
2025-09-01T09:02:00Z,hum-A2,humidity,field-01,reading,66.001,63,ok
2025-09-01T09:02:00Z,soil-A3,soil_moist,field-02,reading,38.295,32,ok
2025-09-01T09:03:00Z,hum-A2,humidity,field-01,reading,64.977,64,ok
2025-09-01T09:04:00Z,hum-A2,humidity,field-01,reading,65.524,65,ok
2025-09-01T09:04:00Z,soil-A3,soil_moist,field-02,reading,37.488,33,ok
2025-09-01T09:05:00Z,hum-A2,humidity,field-01,keepalive,,194,ok
2025-09-01T09:05:00Z,hum-A2,humidity,field-01,reading,63.963,66,ok
2025-09-01T09:05:00Z,soil-A3,soil_moist,field-02,keepalive,,104,ok
2025-09-01T09:06:00Z,hum-A2,humidity,field-01,reading,65.892,67,ok
2025-09-01T09:06:00Z,soil-A3,soil_moist,field-02,reading,37.812,34,ok
2025-09-01T09:07:00Z,hum-A2,humidity,field-01,reading,64.344,68,ok
2025-09-01T09:08:00Z,hum-A2,humidity,field-01,reading,64.674,69,ok
2025-09-01T09:08:00Z,soil-A3,soil_moist,field-02,reading,37.171,35,ok
2025-09-01T09:09:00Z,hum-A2,humidity,field-01,reading,63.579,70,ok
2025-09-01T09:10:00Z,hum-A2,humidity,field-01,keepalive,,195,ok
2025-09-01T09:10:00Z,hum-A2,humidity,field-01,reading,64.499,71,ok
2025-09-01T09:10:00Z,soil-A3,soil_moist,field-02,keepalive,,105,ok
2025-09-01T09:10:00Z,soil-A3,soil_moist,field-02,reading,38.475,36,ok
2025-09-01T09:11:00Z,hum-A2,humidity,field-01,reading,64.374,72,ok
2025-09-01T09:12:00Z,hum-A2,humidity,field-01,reading,64.329,73,ok
2025-09-01T09:12:00Z,soil-A3,soil_moist,field-02,reading,38.016,37,ok
2025-09-01T09:13:00Z,hum-A2,humidity,field-01,reading,64.741,74,ok
2025-09-01T09:14:00Z,hum-A2,humidity,field-01,reading,64.345,75,ok
2025-09-01T09:14:00Z,soil-A3,soil_moist,field-02,reading,38.245,38,ok
2025-09-01T09:15:00Z,hum-A2,humidity,field-01,keepalive,,196,ok
2025-09-01T09:15:00Z,hum-A2,humidity,field-01,reading,64.977,76,ok
2025-09-01T09:15:00Z,soil-A3,soil_moist,field-02,keepalive,,106,ok
2025-09-01T09:16:00Z,hum-A2,humidity,field-01,reading,63.715,77,ok
2025-09-01T09:16:00Z,soil-A3,soil_moist,field-02,reading,38.769,39,ok
2025-09-01T09:17:00Z,hum-A2,humidity,field-01,reading,63.18,78,ok
2025-09-01T09:18:00Z,hum-A2,humidity,field-01,reading,63.842,79,ok
2025-09-01T09:18:00Z,soil-A3,soil_moist,field-02,reading,38.53,40,ok
2025-09-01T09:19:00Z,hum-A2,humidity,field-01,reading,64.235,80,ok
2025-09-01T09:20:00Z,hum-A2,humidity,field-01,keepalive,,197,ok
2025-09-01T09:20:00Z,hum-A2,humidity,field-01,reading,64.597,81,ok
2025-09-01T09:20:00Z,soil-A3,soil_moist,field-02,keepalive,,107,ok
2025-09-01T09:20:00Z,soil-A3,soil_moist,field-02,reading,37.947,41,ok
2025-09-01T09:21:00Z,hum-A2,humidity,field-01,reading,64.597,82,ok
2025-09-01T09:22:00Z,hum-A2,humidity,field-01,reading,64.597,83,ok
2025-09-01T09:22:00Z,soil-A3,soil_moist,field-02,reading,38.353,42,ok
2025-09-01T09:23:00Z,hum-A2,humidity,field-01,reading,64.597,84,ok
2025-09-01T09:24:00Z,hum-A2,humidity,field-01,reading,64.597,85,ok
2025-09-01T09:24:00Z,soil-A3,soil_moist,field-02,reading,37.219,43,ok
2025-09-01T09:25:00Z,hum-A2,humidity,field-01,keepalive,,198,ok
2025-09-01T09:25:00Z,hum-A2,humidity,field-01,reading,64.597,86,ok
2025-09-01T09:25:00Z,soil-A3,soil_moist,field-02,keepalive,,108,ok
2025-09-01T09:26:00Z,hum-A2,humidity,field-01,reading,64.597,87,ok
2025-09-01T09:26:00Z,soil-A3,soil_moist,field-02,reading,38.123,44,ok
2025-09-01T09:27:00Z,hum-A2,humidity,field-01,reading,64.597,88,ok
2025-09-01T09:28:00Z,hum-A2,humidity,field-01,reading,64.597,89,ok
2025-09-01T09:28:00Z,soil-A3,soil_moist,field-02,reading,37.942,45,ok
2025-09-01T09:29:00Z,hum-A2,humidity,field-01,reading,64.597,90,ok
2025-09-01T09:30:00Z,hum-A2,humidity,field-01,keepalive,,199,ok
2025-09-01T09:30:00Z,hum-A2,humidity,field-01,reading,64.597,91,ok
2025-09-01T09:30:00Z,soil-A3,soil_moist,field-02,keepalive,,109,ok
2025-09-01T09:30:00Z,soil-A3,soil_moist,field-02,reading,37.024,46,ok
2025-09-01T09:30:00Z,temp-A1,temperature,field-01,keepalive,,163,ok
2025-09-01T09:30:00Z,temp-A1,temperature,field-01,reading,28.505,61,ok
2025-09-01T09:31:00Z,hum-A2,humidity,field-01,reading,64.597,92,ok
2025-09-01T09:31:00Z,temp-A1,temperature,field-01,reading,28.493,62,ok
2025-09-01T09:32:00Z,hum-A2,humidity,field-01,reading,64.597,93,ok
2025-09-01T09:32:00Z,soil-A3,soil_moist,field-02,reading,38.457,47,ok
2025-09-01T09:32:00Z,temp-A1,temperature,field-01,reading,28.316,63,ok
2025-09-01T09:33:00Z,hum-A2,humidity,field-01,reading,64.597,94,ok
2025-09-01T09:33:00Z,temp-A1,temperature,field-01,reading,28.263,64,ok
2025-09-01T09:34:00Z,hum-A2,humidity,field-01,reading,64.597,95,ok
2025-09-01T09:34:00Z,soil-A3,soil_moist,field-02,reading,37.387,48,ok
2025-09-01T09:34:00Z,temp-A1,temperature,field-01,reading,28.102,65,ok
2025-09-01T09:35:00Z,hum-A2,humidity,field-01,keepalive,,200,ok
2025-09-01T09:35:00Z,hum-A2,humidity,field-01,reading,64.597,96,ok
2025-09-01T09:35:00Z,soil-A3,soil_moist,field-02,keepalive,,110,ok
2025-09-01T09:35:00Z,temp-A1,temperature,field-01,keepalive,,164,ok
2025-09-01T09:35:00Z,temp-A1,temperature,field-01,reading,28.184,66,ok
2025-09-01T09:36:00Z,hum-A2,humidity,field-01,reading,64.597,97,ok
2025-09-01T09:36:00Z,soil-A3,soil_moist,field-02,reading,38.027,49,ok
2025-09-01T09:36:00Z,temp-A1,temperature,field-01,reading,28.605,67,ok
2025-09-01T09:37:00Z,hum-A2,humidity,field-01,reading,64.597,98,ok
2025-09-01T09:37:00Z,temp-A1,temperature,field-01,reading,28.283,68,ok
2025-09-01T09:38:00Z,hum-A2,humidity,field-01,reading,64.597,99,ok
2025-09-01T09:38:00Z,soil-A3,soil_moist,field-02,reading,37.416,50,ok
2025-09-01T09:38:00Z,temp-A1,temperature,field-01,reading,27.997,69,ok
2025-09-01T09:39:00Z,hum-A2,humidity,field-01,reading,64.597,100,ok
2025-09-01T09:39:00Z,temp-A1,temperature,field-01,reading,27.926,70,ok
2025-09-01T09:40:00Z,hum-A2,humidity,field-01,keepalive,,201,ok
2025-09-01T09:40:00Z,hum-A2,humidity,field-01,reading,64.597,101,ok
2025-09-01T09:40:00Z,soil-A3,soil_moist,field-02,keepalive,,111,ok
2025-09-01T09:40:00Z,soil-A3,soil_moist,field-02,reading,-10.0,51,corrupted
2025-09-01T09:40:00Z,temp-A1,temperature,field-01,keepalive,,165,ok
2025-09-01T09:40:00Z,temp-A1,temperature,field-01,reading,27.802,71,ok
2025-09-01T09:41:00Z,hum-A2,humidity,field-01,reading,64.597,102,ok
2025-09-01T09:41:00Z,temp-A1,temperature,field-01,reading,28.003,72,ok
2025-09-01T09:42:00Z,hum-A2,humidity,field-01,reading,64.597,103,ok
2025-09-01T09:42:00Z,soil-A3,soil_moist,field-02,reading,38.15,52,ok
2025-09-01T09:42:00Z,temp-A1,temperature,field-01,reading,27.96,73,ok
2025-09-01T09:43:00Z,hum-A2,humidity,field-01,reading,64.597,104,ok
2025-09-01T09:43:00Z,temp-A1,temperature,field-01,reading,27.545,74,ok
2025-09-01T09:44:00Z,hum-A2,humidity,field-01,reading,64.597,105,ok
2025-09-01T09:44:00Z,soil-A3,soil_moist,field-02,reading,37.006,53,ok
2025-09-01T09:44:00Z,temp-A1,temperature,field-01,reading,27.883,75,ok
2025-09-01T09:45:00Z,hum-A2,humidity,field-01,keepalive,,202,ok
2025-09-01T09:45:00Z,hum-A2,humidity,field-01,reading,64.597,106,ok
2025-09-01T09:45:00Z,soil-A3,soil_moist,field-02,keepalive,,112,ok
2025-09-01T09:45:00Z,temp-A1,temperature,field-01,keepalive,,166,ok
2025-09-01T09:45:00Z,temp-A1,temperature,field-01,reading,27.623,76,ok
2025-09-01T09:46:00Z,hum-A2,humidity,field-01,reading,64.597,107,ok
2025-09-01T09:46:00Z,soil-A3,soil_moist,field-02,reading,36.578,54,ok
2025-09-01T09:46:00Z,temp-A1,temperature,field-01,reading,27.973,77,ok
2025-09-01T09:47:00Z,hum-A2,humidity,field-01,reading,64.597,108,ok
2025-09-01T09:47:00Z,temp-A1,temperature,field-01,reading,27.669,78,ok
2025-09-01T09:48:00Z,hum-A2,humidity,field-01,reading,64.597,109,ok
2025-09-01T09:48:00Z,soil-A3,soil_moist,field-02,reading,37.196,55,ok
2025-09-01T09:48:00Z,temp-A1,temperature,field-01,reading,27.931,79,ok
2025-09-01T09:49:00Z,hum-A2,humidity,field-01,reading,64.597,110,ok
2025-09-01T09:49:00Z,temp-A1,temperature,field-01,reading,27.446,80,ok
2025-09-01T09:50:00Z,hum-A2,humidity,field-01,keepalive,,203,ok
2025-09-01T09:50:00Z,hum-A2,humidity,field-01,reading,64.597,111,ok
2025-09-01T09:50:00Z,soil-A3,soil_moist,field-02,keepalive,,113,ok
2025-09-01T09:50:00Z,soil-A3,soil_moist,field-02,reading,37.601,56,ok
2025-09-01T09:50:00Z,temp-A1,temperature,field-01,keepalive,,167,ok
2025-09-01T09:50:00Z,temp-A1,temperature,field-01,reading,27.429,81,ok
2025-09-01T09:51:00Z,hum-A2,humidity,field-01,reading,64.597,112,ok
2025-09-01T09:51:00Z,temp-A1,temperature,field-01,reading,27.495,82,ok
2025-09-01T09:52:00Z,hum-A2,humidity,field-01,reading,64.597,113,ok
2025-09-01T09:52:00Z,soil-A3,soil_moist,field-02,reading,36.902,57,ok
2025-09-01T09:52:00Z,temp-A1,temperature,field-01,reading,27.595,83,ok
2025-09-01T09:53:00Z,hum-A2,humidity,field-01,reading,64.597,114,ok
2025-09-01T09:53:00Z,temp-A1,temperature,field-01,reading,27.445,84,ok
2025-09-01T09:54:00Z,hum-A2,humidity,field-01,reading,64.597,115,ok
2025-09-01T09:54:00Z,soil-A3,soil_moist,field-02,reading,36.687,58,ok
2025-09-01T09:54:00Z,temp-A1,temperature,field-01,reading,27.033,85,ok
2025-09-01T09:55:00Z,hum-A2,humidity,field-01,keepalive,,204,ok
2025-09-01T09:55:00Z,hum-A2,humidity,field-01,reading,64.597,116,ok
2025-09-01T09:55:00Z,soil-A3,soil_moist,field-02,keepalive,,114,ok
2025-09-01T09:55:00Z,temp-A1,temperature,field-01,keepalive,,168,ok
2025-09-01T09:55:00Z,temp-A1,temperature,field-01,reading,27.264,86,ok
2025-09-01T09:56:00Z,hum-A2,humidity,field-01,reading,64.597,117,ok
2025-09-01T09:56:00Z,soil-A3,soil_moist,field-02,reading,37.142,59,ok
2025-09-01T09:56:00Z,temp-A1,temperature,field-01,reading,27.18,87,ok
2025-09-01T09:57:00Z,hum-A2,humidity,field-01,reading,64.597,118,ok
2025-09-01T09:57:00Z,temp-A1,temperature,field-01,reading,27.037,88,ok
2025-09-01T09:58:00Z,hum-A2,humidity,field-01,reading,64.597,119,ok
2025-09-01T09:58:00Z,soil-A3,soil_moist,field-02,reading,35.417,60,ok
2025-09-01T09:58:00Z,temp-A1,temperature,field-01,reading,26.941,89,ok
2025-09-01T09:59:00Z,hum-A2,humidity,field-01,reading,64.597,120,ok
2025-09-01T09:59:00Z,temp-A1,temperature,field-01,reading,27.367,90,ok
2025-09-01T10:00:00Z,hum-A2,humidity,field-01,keepalive,,205,ok
